"","x","fit1","se","fit2","se2","GauTRL","sumerror","fit3","se3"
"1",12.64,2.63656870771768,0.00873716359135172,2.82710280765677,0.00534816511884014,0.0225310844456442,0.0231571292788015,2.75053525174064,0.0305615124574602
"2",10.87,2.6223279905378,0.00539149999476662,2.79037935639121,0.00501225170924413,0.0139034070268545,0.0147792893655685,2.73259661411907,0.0188587969690247
"3",12.38,2.63460674690287,0.00724021041453788,2.82204337339814,0.00530137462069758,0.0186707952241681,0.019408842499536,2.7480638239579,0.025325356274381
"4",10.73,2.62110430727685,0.00621919688939275,2.78722376583839,0.00498381444717659,0.0160378421250685,0.0167943677008844,2.73105517415474,0.0217539778468505
"5",11.58,2.62830075669943,0.00363535179541848,2.80578171178431,0.00515206030929087,0.00937471496736915,0.0106971494403876,2.74012034248321,0.0127160088078131
"6",12.07,2.63221290890225,0.00554723782072807,2.81587022972545,0.0052444957834979,0.0143050181528716,0.0152360848112996,2.74504837242723,0.0194035485303815
"7",12.02,2.6318210565293,0.00529308597988553,2.81485973486485,0.00523520777862702,0.0136496204911285,0.0146191497713523,2.74455476682923,0.0185145569750804
"8",12.66,2.63671795217737,0.00885353286319301,2.82748767392249,0.00535173068767022,0.0228311733547415,0.0234500212816025,2.75072325085934,0.030968557708915
"9",11.18,2.62498241498767,0.00395717537485294,2.79722449106326,0.00507418293762202,0.0102046220841381,0.0113965628311581,2.73594031919366,0.0138417076950041
"10",11.49,2.62756423461898,0.00351912863780483,2.8038823950304,0.00513473233587678,0.00907500285240722,0.0104269436045419,2.73919256598609,0.0123094746457687
"11",10.67,2.62057497635099,0.00659589995039313,2.78585874621097,0.00497153581636803,0.017009270482749,0.0177209325581005,2.73038839062545,0.0230716383405744
"12",10.79,2.62163068652793,0.00585485528823909,2.78858117379264,0.00499603814451285,0.0150982910571705,0.0159034207008575,2.73171823954094,0.0204795562034867
"13",11.87,2.63063564411913,0.00458617907960669,2.81180283581093,0.00520714959641408,0.0118266743028304,0.0129222533632747,2.7430615355973,0.0160418844866631
"14",11.21,2.62523537744658,0.00386170109510291,2.79787682158949,0.00508010204878063,0.00995841643204705,0.0111793333727951,2.73625896900777,0.0135077505292214
"15",11.98,2.63150639923431,0.00509559013759369,2.81404830790565,0.00522775418431926,0.0131403252886504,0.014142049444943,2.7441584017362,0.0178237410619535
"16",11.03,2.62370733345188,0.00456395932976754,2.79393635648072,0.00504439226773197,0.0117693748080055,0.0128048458296876,2.73433413424386,0.0159641625630193
"17",11.61,2.62854499254355,0.00369656333570226,2.80641153842897,0.00515781167879263,0.00953256509444553,0.0108384878370431,2.740427999622,0.0129301191688432
"18",10.98,2.62327844992859,0.00480591841460172,2.79283036701635,0.00503438904499916,0.0123933302273805,0.01337683472206,2.73379388152984,0.0168105053730217
"19",12.13,2.63268099466019,0.00586120683293632,2.81707731250805,0.00525559914492064,0.0151146701930808,0.0160023303745953,2.74563800711216,0.0205017731175183
"20",10.81,2.62180549602436,0.00573645910713934,2.78903196625918,0.00500010057839242,0.0147929752270948,0.0156151567991962,2.73193844222944,0.020065421075334
"21",11.44,2.62715255886361,0.00350157132809957,2.80282078034143,0.00512505745350504,0.00902972669115974,0.0103827827685438,2.73867398942145,0.0122480613583023
"22",12.22,2.63337879981714,0.00634675478861929,2.81887678744673,0.00527216851072175,0.0163667838656154,0.0171949810965065,2.7465170129714,0.0222001595264654
"23",10.81,2.62180549602436,0.00573645910713934,2.78903196625918,0.00500010057839242,0.0147929752270948,0.0156151567991962,2.73193844222944,0.020065421075334
"24",11.61,2.62854499254355,0.00369656333570226,2.80641153842897,0.00515781167879263,0.00953256509444553,0.0108384878370431,2.740427999622,0.0129301191688432
"25",11.9,2.63087392047895,0.00471950907067736,2.81241729435097,0.00521278470306575,0.0121705009070299,0.0132398722308236,2.74336168573851,0.0165082562262392
"26",11.3,2.62599022279258,0.00363796384199482,2.79982338972412,0.00509778225676249,0.00938145081949922,0.0106770315826097,2.73720982681578,0.0127251454221328
"27",11,2.62345023723914,0.00470710690403031,2.79327336597822,0.00503839474885376,0.0121385186440092,0.0131426426762747,2.73401027725436,0.0164648749885503
"28",11.76,2.62975678198407,0.00414319492380347,2.80953645762375,0.0051863860112348,0.0106843226325053,0.011876588313695,2.74195445726963,0.0144923809602054
"29",11.33,2.62624050248252,0.00358610948442938,2.80046880202186,0.00510365011930991,0.00924773065997993,0.0105625644092647,2.73752509722002,0.0125437653234153
"30",11.18,2.62498241498767,0.00395717537485294,2.79722449106326,0.00507418293762202,0.0102046220841381,0.0113965628311581,2.73594031919366,0.0138417076950041
"31",11.87,2.63063564411913,0.00458617907960669,2.81180283581093,0.00520714959641408,0.0118266743028304,0.0129222533632747,2.7430615355973,0.0160418844866631
"32",11.57,2.62821920412322,0.00361733611923316,2.80557140692254,0.00515014045988428,0.00932825678706467,0.0106555300873281,2.74001761295819,0.0126529922113615
"33",11.77,2.62983701751894,0.0041800482367751,2.8097433661465,0.00518828023955055,0.0107793586356639,0.0119629772398168,2.74205552775409,0.014621289269144
"34",12.32,2.6341481366028,0.00690159144308092,2.82086072558679,0.00529045960883636,0.017797576752175,0.0185672480761767,2.74748612524521,0.0241409091930928
"35",11.54,2.62797412280573,0.00357075509332089,2.80493940000146,0.00514437270806464,0.00920813530628652,0.010547716642874,2.73970889079998,0.0124900575714392
"36",10.85,2.62215414684025,0.00550469673344418,2.7899310544922,0.00500820734476611,0.0141953147210906,0.0150528768293301,2.7323776280207,0.0192547450937298
"37",11.02,2.62362171249264,0.00461097524658633,2.79371556021854,0.00504239456376621,0.0118906177698727,0.0129155926649113,2.73422627988925,0.0161286183972878
"38",11.33,2.62624050248252,0.00358610948442938,2.80046880202186,0.00510365011930991,0.00924773065997993,0.0105625644092647,2.73752509722002,0.0125437653234153
"39",10.66,2.62048646523237,0.00665977666953646,2.78563049690934,0.00496948400628449,0.0171739934775838,0.0178785296726774,2.73027689561699,0.023295071166048
"40",10.67,2.62057497635099,0.00659589995039313,2.78585874621097,0.00497153581636803,0.017009270482749,0.0177209325581005,2.73038839062545,0.0230716383405744
"41",11.24,2.62548766383575,0.00377628416379281,2.79852740869129,0.00508600827189295,0.00973814630979127,0.0109863084652064,2.73657676719553,0.0132089727184344
"42",11.98,2.63150639923431,0.00509559013759369,2.81404830790565,0.00522775418431926,0.0131403252886504,0.014142049444943,2.7441584017362,0.0178237410619535
"43",11.98,2.63150639923431,0.00509559013759369,2.81404830790565,0.00522775418431926,0.0131403252886504,0.014142049444943,2.7441584017362,0.0178237410619535
"44",11.75,2.62967647819267,0.00410711314164565,2.80932937308351,0.005184490450119,0.0105912762253678,0.0117921191186918,2.74185330080431,0.0143661713701738
"45",11.69,2.6291932155275,0.00390815746850936,2.80808315263628,0.00517308899777052,0.0100782164634091,0.0113283404284204,2.74124454818905,0.0136702491501692
"46",11.68,2.62911243066926,0.00387814901357088,2.8078748275381,0.00517118405856862,0.0100008317349176,0.0112586757639489,2.74114278573713,0.0135652833040061
"47",10.67,2.62057497635099,0.00659589995039313,2.78585874621097,0.00497153581636803,0.017009270482749,0.0177209325581005,2.73038839062545,0.0230716383405744
"48",11.37,2.62657317983511,0.00353586922424313,2.80132669845997,0.00511145421015274,0.00911817287695433,0.010453135450979,2.73794416168128,0.0123680311367431
"49",10.81,2.62180549602436,0.00573645910713934,2.78903196625918,0.00500010057839242,0.0147929752270948,0.0156151567991962,2.73193844222944,0.020065421075334
"50",12.06,2.63213466844929,0.00549581807015336,2.81566846604845,0.00524264075044047,0.0141724187422895,0.0151110137001122,2.74494981509228,0.0192236886329081
"51",11.18,2.62498241498767,0.00395717537485294,2.79722449106326,0.00507418293762202,0.0102046220841381,0.0113965628311581,2.73594031919366,0.0138417076950041
"52",11.51,2.62772840353182,0.00353577752869568,2.80430574794121,0.00513859261337112,0.00911793641576173,0.0104662265658673,2.73939936502571,0.0123677103971133
"53",11.2,2.62515113192462,0.00389243855037878,2.79765957225569,0.00507813044624633,0.0100376810804909,0.0112491088670498,2.73615284725346,0.0136152663279703
"54",10.39,2.61806474407637,0.00848007796650922,2.7793854491545,0.00491349615181177,0.0218681212468297,0.0224133257527729,2.72722632044656,0.0296622588903146
"55",11.3,2.62599022279258,0.00363796384199482,2.79982338972412,0.00509778225676249,0.00938145081949922,0.0106770315826097,2.73720982681578,0.0127251454221328
"56",10.93,2.6228476089201,0.00506378691534989,2.79171932965926,0.00502434891872413,0.0130583122785326,0.0139915546534601,2.73325116302583,0.0177124973427958
"57",11.48,2.62748204297156,0.00351284655622364,2.8036704421547,0.00513280012742749,0.00905880284549188,0.0104118944549785,2.73908903144076,0.0122875007050847
"58",11.67,2.62903157661627,0.00384910728327882,2.80766632400299,0.00516927777267961,0.00992593996130981,0.0111913232821971,2.7410409361225,0.0134636989405194
"59",11.17,2.62489794330321,0.00399112884453497,2.7970066585097,0.0050722070277514,0.0102921800753134,0.0114741559530559,2.7358339125487,0.0139604727124851
"60",11.2,2.62515113192462,0.00389243855037878,2.79765957225569,0.00507813044624633,0.0100376810804909,0.0112491088670498,2.73615284725346,0.0136152663279703
"61",10.26,2.61687619344562,0.00940943988498765,2.77632045736977,0.00488612645089151,0.0242647264662318,0.0247517914942566,2.72572913608494,0.0329130513874565
"62",11.57,2.62821920412322,0.00361733611923316,2.80557140692254,0.00515014045988428,0.00932825678706467,0.0106555300873281,2.74001761295819,0.0126529922113615
"63",12.03,2.63189955724159,0.00534330615079443,2.81506216968929,0.0052370679508095,0.0137791264686454,0.0147408007570932,2.74465365200566,0.018690220891957
"64",11.16,2.62481339596115,0.00402610830157884,2.79678863085306,0.00507022967831645,0.0103823838459396,0.0115542686187966,2.73572741059997,0.0140828265062563
"65",11.48,2.62748204297156,0.00351284655622364,2.8036704421547,0.00513280012742749,0.00905880284549188,0.0104118944549785,2.73908903144076,0.0122875007050847
"66",12.07,2.63221290890225,0.00554723782072807,2.81587022972545,0.0052444957834979,0.0143050181528716,0.0152360848112996,2.74504837242723,0.0194035485303815
"67",11.33,2.62624050248252,0.00358610948442938,2.80046880202186,0.00510365011930991,0.00924773065997993,0.0105625644092647,2.73752509722002,0.0125437653234153
"68",11.2,2.62515113192462,0.00389243855037878,2.79765957225569,0.00507813044624633,0.0100376810804909,0.0112491088670498,2.73615284725346,0.0136152663279703
"69",11.31,2.62607372310859,0.00361935664917599,2.8000387173475,0.00509973962363581,0.00933346725729233,0.0106358335485203,2.73731500985475,0.0126600597740062
"70",11.32,2.62615714962846,0.00360206676044199,2.80025385466806,0.00510169557720057,0.00928888071166474,0.0105976696796024,2.73742009993478,0.0125995818918643
"71",11.8,2.63007731574228,0.00429500962851855,2.81036303859575,0.00519395494491524,0.0110758169540047,0.0122331880214614,2.74235822478087,0.0150234099309767
"72",11.37,2.62657317983511,0.00353586922424313,2.80132669845997,0.00511145421015274,0.00911817287695433,0.010453135450979,2.73794416168128,0.0123680311367431
"73",11.51,2.62772840353182,0.00353577752869568,2.80430574794121,0.00513859261337112,0.00911793641576173,0.0104662265658673,2.73939936502571,0.0123677103971133
"74",10.85,2.62215414684025,0.00550469673344418,2.7899310544922,0.00500820734476611,0.0141953147210906,0.0150528768293301,2.7323776280207,0.0192547450937298
"75",11.27,2.6257392777593,0.00370152001644679,2.79917626166283,0.00509190165771515,0.00954534720516799,0.0108185542360821,2.73689371829694,0.0129474570221107
"76",12.18,2.63306930084778,0.0061290626510988,2.81807866259286,0.00526481698162433,0.0158054071805683,0.016659207483958,2.74612714567852,0.0214386994824634
"77",11.74,2.62959610602852,0.00407182626800651,2.80912211222607,0.00518259355447719,0.0105002796998394,0.0117096178300476,2.74175205821173,0.0142427422713556
"78",11.73,2.62951566537508,0.0040373580464975,2.80891467475092,0.00518069532258055,0.0104113942850946,0.0116291330280941,2.74165072934509,0.0141221767159531
"79",11.2,2.62515113192462,0.00389243855037878,2.79765957225569,0.00507813044624633,0.0100376810804909,0.0112491088670498,2.73615284725346,0.0136152663279703
"80",11.71,2.62935457813276,0.00397097416953197,2.80849926874164,0.00517689484309338,0.0102402059214911,0.0114744088096507,2.74144781220061,0.0138899741639871
"81",11.55,2.62805588729858,0.00358501748933277,2.80515025134627,0.00514629666105276,0.00924491466214739,0.0105807757954675,2.73981188727053,0.0125399456602719
"82",11.81,2.63015727940745,0.00433472349921978,2.81056924603067,0.00519584385923444,0.0111782296609522,0.0123267843236805,2.74245895279859,0.0151623241153661
"83",11.85,2.63047645841346,0.0044999839413844,2.81139233341624,0.00520338629146596,0.0116043973684701,0.0127175967534582,2.74286101376595,0.0157403846048067
